timestamp,command,ok,value_or_error
2026-03-23 10:27:46,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:46,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:46,OUTP1?,True,0
2026-03-23 10:27:46,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:47,FUNC?,True,SIN
2026-03-23 10:27:47,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:47,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:47,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:47,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:47,OUTP1?,True,0
2026-03-23 10:27:47,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:47,FUNC?,True,SIN
2026-03-23 10:27:47,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:47,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:47,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:47,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:47,OUTP1?,True,0
2026-03-23 10:27:47,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:48,FUNC?,True,SIN
2026-03-23 10:27:48,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:48,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:48,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:48,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:48,OUTP1?,True,0
2026-03-23 10:27:48,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:49,FUNC?,True,SIN
2026-03-23 10:27:49,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:49,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:49,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:49,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:49,OUTP1?,True,0
2026-03-23 10:27:49,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:50,FUNC?,True,SIN
2026-03-23 10:27:50,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:50,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:50,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:50,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:50,OUTP1?,True,0
2026-03-23 10:27:50,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:51,FUNC?,True,SIN
2026-03-23 10:27:51,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:51,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:51,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:51,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:51,OUTP1?,True,0
2026-03-23 10:27:51,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:52,FUNC?,True,SIN
2026-03-23 10:27:52,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:52,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:52,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:52,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:52,OUTP1?,True,0
2026-03-23 10:27:52,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:53,FUNC?,True,SIN
2026-03-23 10:27:53,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:53,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:53,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:53,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:53,OUTP1?,True,0
2026-03-23 10:27:53,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:53,FUNC?,True,SIN
2026-03-23 10:27:53,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:53,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:53,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:53,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:53,OUTP1?,True,0
2026-03-23 10:27:53,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:54,FUNC?,True,SIN
2026-03-23 10:27:54,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:54,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:54,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:54,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:54,OUTP1?,True,0
2026-03-23 10:27:54,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:55,FUNC?,True,SIN
2026-03-23 10:27:55,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:55,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:55,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:55,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:55,OUTP1?,True,0
2026-03-23 10:27:55,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:56,FUNC?,True,SIN
2026-03-23 10:27:56,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:56,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:56,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:56,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:56,OUTP1?,True,0
2026-03-23 10:27:56,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:57,FUNC?,True,SIN
2026-03-23 10:27:57,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:57,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:57,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:57,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:57,OUTP1?,True,0
2026-03-23 10:27:57,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:58,FUNC?,True,SIN
2026-03-23 10:27:58,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:58,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:58,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:58,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:58,OUTP1?,True,0
2026-03-23 10:27:58,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:59,FUNC?,True,SIN
2026-03-23 10:27:59,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:59,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:59,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:59,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:59,OUTP1?,True,0
2026-03-23 10:27:59,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:27:59,FUNC?,True,SIN
2026-03-23 10:27:59,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:27:59,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:27:59,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:27:59,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:27:59,OUTP1?,True,0
2026-03-23 10:27:59,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:28:00,FUNC?,True,SIN
2026-03-23 10:28:00,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:28:00,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:28:00,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:28:00,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:28:00,OUTP1?,True,0
2026-03-23 10:28:00,SYST:ERR?,True,"+0,""No error"""
2026-03-23 10:28:01,FUNC?,True,SIN
2026-03-23 10:28:01,FREQ?,True,+1.000000000000000E+03
2026-03-23 10:28:01,VOLT?,True,+1.0000000000000E-01
2026-03-23 10:28:01,VOLT:OFFSET?,True,+0.0000000000000E+00
2026-03-23 10:28:01,PHAS?,True,+0.0000000000000E+00
2026-03-23 10:28:01,OUTP1?,True,0
2026-03-23 10:28:01,SYST:ERR?,True,"+0,""No error"""
